,Artist,Song,uri,Acousticness,Danceability,Liveness,Loudness,Speechiness
2522,Fela Kuti,Who're You? - Original 45 Version,spotify:track:4aPf7pjWLwBga4M3CPoiHU,0.485,0.77,0.115,0.8973913043478261,0.121
2523,Mother Mother,Hayloft,spotify:track:2ZPw5uyVI5m1nSvjQYmf3j,0.00475,0.527,0.422,0.9471467391304348,0.0728
2524,Kay Kay and His Weathered Underground,Hey Momma',spotify:track:2f8SgIR9bKJX7FKRvJU7uO,0.0517,0.575,0.179,0.8112771739130435,0.042
2525,Moby,Run On - 2014 Remastered Version,spotify:track:6jwE5S7xZ4G2CiisKz7NM1,0.286,0.745,0.2,0.8495380434782609,0.12
2526,The New Pornographers,Bleeding Heart Show,spotify:track:0KSrWqIpG3QVf5jZOnxMgJ,0.0302,0.354,0.142,0.8689673913043479,0.0332
2527,The Little Ones,Argonauts,spotify:track:0A4nmNFa3HNGiyJLGoHJUg,0.000101,0.564,0.0661,0.8358152173913045,0.0369
2528,Radiohead,Burn the Witch,spotify:track:3pcCifdPTc2BbqmWpEhtUd,0.303,0.541,0.109,0.8424184782608697,0.0297
2529,Bahamas,Lost In The Light,spotify:track:25J4d78ESH2MgAJoIakB8O,0.793,0.597,0.111,0.7805706521739131,0.0309
2530,Pixies,Where Is My Mind?,spotify:track:6mcxQ1Y3uQRU0IHsvdNLH1,0.0157,0.518,0.079,0.6355163043478261,0.0349
2531,Phoenix,Armistice,spotify:track:4Xj1c80iHxUeog2hHB55iw,0.0405,0.575,0.0888,0.8343478260869566,0.0297
2532,Coast Modern,The Way It Was,spotify:track:1b91Hfg3v9vxqkAxRZCSEc,0.066,0.595,0.0798,0.8567663043478262,0.0541
2533,Grizzly Bear,Two Weeks,spotify:track:0iTpQYzJnYgh7kIxyq8A2O,0.289,0.537,0.08,0.8675,0.0286
2534,of Montreal,Gronlandic Edit,spotify:track:3X8gOyVXP93Tslnz9Bxw24,0.0833,0.971,0.108,0.8251902173913044,0.0487
2535,R.L. Burnside,Let My Baby Ride,spotify:track:40gtUkliCqHiOIUA0FKetV,0.249,0.777,0.114,0.7535054347826088,0.0721
2536,Dan Deacon,When I Was Done Dying,spotify:track:27jEQwXFN6n4nWin84Ndq1,0.0442,0.432,0.104,0.8144021739130436,0.0814
2537,Gorillaz,Interlude: The Non-Conformist Oath,spotify:track:0SOFBIQK3vOn3y7Yq0Bwzx,0.36,0.474,0.382,0.6898913043478261,0.729
2538,Gorillaz,Busted and Blue,spotify:track:04zxGiXcmNQ0m9oDXtwo18,0.876,0.183,0.355,0.7573369565217392,0.0459
2539,Gorillaz,Intro: I Switched My Robot Off,spotify:track:5pCCNkuE4nTvEjKl64U7UE,0.492,0.352,0.936,0.5857608695652173,0.221
2540,Gorillaz,Ascension (feat. Vince Staples),spotify:track:2bBMODHVTXGwE2aZYfbgCt,0.594,0.676,0.154,0.9497826086956522,0.147
2541,Gorillaz,Momentz (feat. De La Soul),spotify:track:2RCp9QBnFSxdKe8RD4xF8s,0.0549,0.781,0.597,0.8816304347826087,0.285
2542,Gorillaz,Submission (feat. Danny Brown & Kelela),spotify:track:2W4yTO3qHdqyvbz2UxfIPh,0.00697,0.677,0.134,0.911983695652174,0.0489
2543,Gorillaz,Charger (feat. Grace Jones),spotify:track:2CJ6CRzuRQd46asE1ucuVD,0.112,0.574,0.347,0.88875,0.044
2544,Gorillaz,Interlude: Elevator Going Up,spotify:track:5vN4teJoROMQoadL4IzejG,0.0,0.0,0.0,0.6107608695652175,0.0
2545,Gorillaz,Andromeda (feat. DRAM),spotify:track:2C0KFbb4v9CNWR5c9jWcKC,0.003,0.788,0.59,0.7744565217391305,0.0475
2546,Gorillaz,Interlude: Talk Radio,spotify:track:5f0FCcrkvyhiRT5wynS0XN,0.778,0.263,0.944,0.8039945652173914,0.143
2547,Gorillaz,Carnival (feat. Anthony Hamilton),spotify:track:5KurnDXzOeIYOMQceYidu7,0.00841,0.481,0.773,0.8675,0.0791
2548,Gorillaz,Let Me Out (feat. Mavis Staples & Pusha T),spotify:track:44PelqgstAM0lb8rHPKfHq,0.211,0.607,0.915,0.8577717391304348,0.258
2549,Gorillaz,Interlude: Penthouse,spotify:track:5Qb7Xzno6RrmIKEAybLBOW,0.621,0.0,0.438,0.6495108695652173,0.0
2550,Gorillaz,Sex Murder Party (feat. Jamie Principle & Zebra Katz),spotify:track:0rOP1naZV8zL7ahMNTDXhL,0.000135,0.677,0.111,0.7842119565217391,0.0676
2551,Gorillaz,She's My Collar (feat. Kali Uchis),spotify:track:3lIxtCaROdRDuTnNBDm3n2,0.00799,0.726,0.112,0.8596467391304349,0.0313
2552,Gorillaz,Interlude: The Elephant,spotify:track:0lFjKxkSIEMOVgTevxl67A,0.589,0.0,0.588,0.5890217391304348,0.0
2553,Gorillaz,Hallelujah Money (feat. Benjamin Clementine),spotify:track:2lLowL0Kf5vQjRxfLt6c1T,0.0964,0.399,0.431,0.8222282608695652,0.0325
2554,Gorillaz,Interlude: New World,spotify:track:10KESL0iGcPxhB3ExT3p0D,0.0149,0.523,0.0993,0.8498369565217392,0.0396
2555,Gorillaz,"The Apprentice (feat. Rag'n'Bone Man, Zebra Katz & RAY BLK)",spotify:track:67fRHOlaYQQFG67D9DkdnW,0.182,0.446,0.348,0.8355434782608696,0.3
2556,Gorillaz,"Out of Body (feat. Kilo Kish, Zebra Katz & Imani Vonshà)",spotify:track:1venpPIzDTmjPBSVsM1IhB,0.012,0.779,0.106,0.7379891304347826,0.108
2557,Gorillaz,Ticker Tape (feat. Carly Simon & Kali Uchis),spotify:track:46LDfGrOIJF85wfRZLrfbM,0.242,0.696,0.375,0.7327717391304348,0.0557
2558,Gorillaz,Circle of Friendz (feat. Brandon Markell Holmes),spotify:track:3A3gLRqz44irUJIt0Ru7TT,0.801,0.195,0.378,0.7904891304347827,0.0863
2559,Gorillaz,Strobelite (feat. Peven Everett),spotify:track:6XGddj522FQRHXEhBtjiJu,0.0409,0.64,0.136,0.8861956521739132,0.0869
2560,Gorillaz,Saturnz Barz (feat. Popcaan),spotify:track:7l9CE3wmEGOUYw1j4ETjnL,0.0272,0.383,0.427,0.8598641304347827,0.113
2561,Gorillaz,We Got the Power (feat. Jehnny Beth),spotify:track:7hQ0ojbeqicGhw0wdUVeaN,0.228,0.507,0.19,0.9545923913043479,0.153
2562,Gorillaz,Halfway to the Halfway House (Feat. Peven Everett),spotify:track:7kjDZASDLVImDDBjuf6iuA,0.0143,0.335,0.266,0.828179347826087,0.0608
2563,Gorillaz,"The Apprentice (feat. Rag'n'Bone Man, Zebra Katz & RAY BLK)",spotify:track:1C4buRmG7HOUKjNzv2edtX,0.182,0.446,0.348,0.8355434782608696,0.3
2564,of Montreal,Wraith Pinned to the Mist and Other Games,spotify:track:24HPkbkXJsIFC4eyg63zgQ,0.0282,0.873,0.182,0.7505434782608696,0.047
2565,The Joy Formidable,Whirring,spotify:track:2XbqxKjCnE9YWfPRqwgtPq,0.000129,0.335,0.341,0.9170108695652175,0.0505
2566,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,spotify:track:6aBUnkXuCEQQHAlTokv9or,0.331,0.942,0.028,0.7437771739130434,0.0333
2567,Metronomy,The Bay,spotify:track:3ySxo6vRP0t9WCqhYXXMWN,0.587,0.803,0.0723,0.8230706521739131,0.0387
2568,Kishi Bashi,"Can’t Let Go, Juno",spotify:track:21BWdXsBx3CfHuuj36RWS5,0.0898,0.668,0.114,0.8237771739130435,0.0509
2569,The Ninjas,Morphine,spotify:track:1ReBFnRG82cgGs41ChSKbn,0.117,0.519,0.162,0.8209782608695653,0.0359
2570,Cage The Elephant,Trouble,spotify:track:3pxw9Agh9VB9kyx79REpRQ,0.392,0.47,0.0992,0.8659239130434784,0.0302
2571,Phoenix,Armistice,spotify:track:2BW8xmYgAXFOzULQRNxiNh,0.0377,0.579,0.0862,0.8356521739130436,0.0315
2572,Neutral Milk Hotel,In the Aeroplane Over the Sea,spotify:track:4OciRObYGzPzlU40U7YRc8,0.392,0.271,0.115,0.8803532608695652,0.0329
2573,The Zen Circus,L'anima non conta,spotify:track:2gDb9XU2BTwQI94STFUdOB,0.0405,0.369,0.127,0.8617663043478262,0.0322
2574,OK Go,Skyscrapers,spotify:track:1nOZYCC3shcpMolB6ISf9w,0.483,0.844,0.108,0.7962771739130435,0.041
2575,Diamond Rugs,Blue Mountains,spotify:track:0iTQRy2KuwHlfU5hXFIWQN,0.255,0.517,0.123,0.8468478260869565,0.0756
2576,Dr. Dog,The Beach,spotify:track:2YNdNuqv01lZUITrfJZsPK,0.414,0.526,0.145,0.8473641304347826,0.0434
2577,Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",spotify:track:0kAFTd3dWytNQPVF18jCIv,0.012,0.282,0.216,0.8129619565217392,0.0291
2578,Tijuana No!,Spanish Bombs,spotify:track:5hRXh6FJLgjzERxIWbvm2M,0.00207,0.329,0.269,0.8497282608695653,0.0804
2579,Eels,Parallels,spotify:track:71qNjCo2JtjBWYXEHxpqET,0.951,0.501,0.0826,0.6441576086956521,0.036
2580,Car Seat Headrest,Drunk Drivers/Killer Whales,spotify:track:2os0aK782bakCPmjow0SU0,0.218,0.534,0.103,0.8035054347826087,0.0403
2581,Wolf Parade,I'll Believe In Anything,spotify:track:6RykHdc2JWXV6T3S8fpbV3,0.398,0.308,0.0494,0.8963858695652175,0.116
2582,Santana,Primavera,spotify:track:478do7vDhmjKJCL22pe6dI,0.318,0.665,0.146,0.8719565217391305,0.0263
2583,Akron/Family,Ed Is A Portal,spotify:track:3IKWSzYYMaJ558bIFtBbMZ,0.128,0.377,0.782,0.8408152173913044,0.191
2584,De La Soul,Snoopies,spotify:track:7mOMUXj6r9C2JXD7YTNYPj,0.127,0.631,0.22,0.7495923913043477,0.141
2585,Neutral Milk Hotel,Holland 1945,spotify:track:1LE8tugYmbtwQ2a24LReLs,0.0391,0.062,0.657,0.9030978260869565,0.0651
2586,The Mountain Goats,The Best Ever Death Metal Band in Denton,spotify:track:0zIFemHCYoo4lQMaWTs13n,0.76,0.382,0.386,0.811467391304348,0.0395
2587,"Blood, Sweat & Tears",I Love You More Than You'll Ever Know,spotify:track:608HuKHFh2N62z3Ja5vxXj,0.665,0.456,0.209,0.756358695652174,0.0419
2588,Modest Mouse,God is an Indian and You're an Asshole,spotify:track:1mEGwePg2o0TOiDksyf8Qf,0.139,0.618,0.11,0.7975271739130435,0.0821
2589,Fujiya & Miyagi,Ankle Injuries,spotify:track:03K4RhOIVA6t2jhHOga4w8,0.000157,0.777,0.0942,0.8320923913043479,0.0316
2590,The Dead Weather,I Cut Like a Buffalo,spotify:track:3V0X9TnDk2YYy1KC9FczAl,0.166,0.503,0.0606,0.8678260869565217,0.188
2591,Julian Casablancas,"I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York",spotify:track:1k4OsQujxXPLij0ZsTFlMx,0.827,0.521,0.343,0.8104619565217392,0.0354
2592,Jane's Addiction,I Would for You,spotify:track:5Uad25kem80E7o7L3p5HLw,0.963,0.364,0.123,0.4784510869565217,0.0327
2593,The White Stripes,Apple Blossom (Remixed),spotify:track:1ar5O4biE4V00jQ44icy0P,0.467,0.49,0.0738,0.7305434782608695,0.0519
2594,Gorillaz,Space Monkeyz Theme,spotify:track:1yHzMAYZy1be1OePzRgnmr,0.0321,0.697,0.284,0.7191576086956522,0.0573
2595,Audioslave,Broken City,spotify:track:15FUibz6QiQSeJiNpV61eO,0.0945,0.544,0.109,0.8402173913043479,0.029
2596,Franz Ferdinand,Walk Away,spotify:track:3o4pHqlbe6Ehev2lYnIh5T,0.132,0.584,0.144,0.8976630434782609,0.0348
2597,Modest Mouse,Cowboy Dan,spotify:track:2yQkUV0EEDMfHQ3BqkcrOa,0.00463,0.394,0.111,0.8882608695652174,0.039
2598,Modest Mouse,Sugar Boats - Commentary,spotify:track:5Dh86DEzC53MnFRIW3pfcI,0.535,0.714,0.122,0.24758152173913045,0.935
2599,Modest Mouse,Classy Plastic Lumber,spotify:track:0Hua4Ql0oeXM01EFCzMRQj,0.403,0.387,0.369,0.7445108695652174,0.0958
2600,Royal Blood,Where Are You Now?,spotify:track:7w53ucikSIdig3nLCi29a9,0.00764,0.527,0.318,0.8694565217391305,0.0535
2601,The Kills,Doing It To Death,spotify:track:2hDtkP0ge2Gckcj7qi2NQ2,0.278,0.637,0.0576,0.8013858695652175,0.0568
2602,The Clash,Sean Flynn - Remastered,spotify:track:4AWJmxQP5DK2mpQvKecaUB,0.346,0.383,0.092,0.5776902173913043,0.0829
2603,Pusha T,Drug Dealers Anonymous,spotify:track:01hemOZEds1e0YCGSMjNbQ,0.318,0.558,0.123,0.8810054347826087,0.43
2604,Gorillaz,Let Me Out (feat. Mavis Staples & Pusha T),spotify:track:3CCS6y9BPowg2jYiaY94UZ,0.211,0.607,0.915,0.8577717391304348,0.258
2605,The Brian Jonestown Massacre,Straight Up And Down,spotify:track:7ILgbSqIqRTUKk3arcQpBl,0.0423,0.26,0.235,0.8690489130434783,0.0474
2606,Violent Femmes,Country Death Song,spotify:track:641UIXRqJSqSgIatdc7rBo,0.421,0.679,0.135,0.6061141304347827,0.0417
2607,The Cure,Close To Me,spotify:track:4xiyq1iRdsxuU1BPUJ490Z,0.0745,0.724,0.0811,0.7169021739130435,0.116
2608,Primal Scream,Stone My Soul,spotify:track:77U5N5ixoKf8v4nZo8wCGj,0.896,0.429,0.131,0.6860597826086957,0.0301
2609,The Fall,New Big Prinz,spotify:track:03cVE95I9U0meLl7adOkCI,0.248,0.631,0.375,0.7046195652173913,0.0492
2610,CHAPPO,Come Home,spotify:track:51qT7GJC1ycvGmcS7Iy3AW,0.00769,0.507,0.0776,0.9122282608695653,0.0304
2611,Calcutta ,Gaetano,spotify:track:48Nh04YgUsE4b5V3y9sIdD,0.752,0.608,0.269,0.8084239130434783,0.029
2612,Baustelle,Amanda Lear,spotify:track:3UdQdK4feSmhMT4ad8FgPr,0.00894,0.526,0.106,0.9291576086956522,0.0347
2613,Vasco Brondi,Coprifuoco,spotify:track:4zmyMc9pJIJofwleN9UvkO,0.893,0.627,0.102,0.8511684782608696,0.0315
2614,Vasco Brondi,A forma di fulmine,spotify:track:5N8O2SNqxi6rYJmoiHqBk9,0.737,0.451,0.104,0.8712500000000001,0.0335
2615,Gazzelle,Nmrpm,spotify:track:3Jkw2hBGO7cpcRBrYBoP1L,0.568,0.517,0.112,0.8238858695652175,0.0403
2616,DOPE LEMON,Marinade,spotify:track:2N60TAtXaCbmi7zqdUoW61,0.242,0.677,0.105,0.8422010869565218,0.0243
2617,Blonde Redhead,In Particular,spotify:track:1uNJkefXeAOk7UFpUebrcQ,0.00701,0.819,0.0734,0.7641304347826088,0.0376
2618,The Who,I Can't Explain - Mono Version,spotify:track:2V98i6cPueTrz1jG1wqjvt,0.0382,0.567,0.149,0.8859510869565218,0.0768
2619,CCCP – Fedeli Alla Linea,Io Sto Bene,spotify:track:4UEO8VX0aadZEpFJgk3OFu,0.00215,0.502,0.207,0.884375,0.198
2620,of Montreal,Lysergic Bliss,spotify:track:0MjAN5HhvpRiPmxGNrx5oc,0.373,0.481,0.102,0.8492119565217392,0.0513
2621,Nirvana,Love Buzz - 2009 Re-mastered Version,spotify:track:50xutMGqwUE0UyiteRHpLD,2.84e-05,0.467,0.172,0.8236684782608696,0.0359
2622,Built To Spill,Goin' Against Your Mind,spotify:track:1rxz8AseGxCsYQDHyg4scv,0.121,0.276,0.0211,0.8577717391304348,0.138
2623,Folk Implosion,Insinuation,spotify:track:3KtjOIeBcB9teZrtjJuFQy,0.00331,0.577,0.0901,0.8338858695652175,0.0284
2624,Easy Star All-Stars,Let Down,spotify:track:4aCsgwFhbZ8CmYAotK7W2B,0.12,0.746,0.0831,0.848858695652174,0.0394
2625,Coast Modern,Guru,spotify:track:7ygO2E3yfwZVYbzaPdGzed,0.232,0.76,0.07,0.8458695652173913,0.042
2626,The Shins,New Slang,spotify:track:5oUV6yWdDM0R9Q2CizRhIt,0.605,0.669,0.0905,0.7058152173913043,0.0306
2627,Empire of the Sun,Walking On A Dream,spotify:track:0mBkoM8r7KAQzZij5swTUL,0.245,0.87,0.0588,0.8690217391304349,0.0459
2628,Peter Bjorn and John,Young Folks,spotify:track:6M6UoxIPn4NOWW0x7JPRfv,0.0174,0.701,0.0969,0.8566847826086957,0.0381
2629,Bag Raiders,Shooting Stars,spotify:track:0UeYCHOETPfai02uskjJ3x,0.0893,0.636,0.0868,0.8512500000000001,0.0432
2630,Fishtank Ensemble,After You've Gone,spotify:track:3f3qFt3Kqp73MdDWY0XLq1,0.815,0.709,0.29,0.8777717391304348,0.0623
2631,M.O.P.,4 Alarm Blaze,spotify:track:5kSBuHjpYiyM8W9h1579o5,0.0587,0.474,0.209,0.8822282608695653,0.417
2632,Mos Def,Fear Not Of Man,spotify:track:6rMqJrm5ghmTcKBm5uqZFJ,0.0547,0.775,0.169,0.8249728260869567,0.207
2633,GZA,Liquid Swords,spotify:track:2qmxggATKFIeg68guRSG3r,0.417,0.798,0.34,0.822608695652174,0.391
2634,Das EFX,Real Hip-Hop,spotify:track:7Kutf53V4k0CvU4nKu5oK6,0.0217,0.858,0.322,0.805054347826087,0.254
2635,Blind Faith,Sea Of Joy,spotify:track:5ncuBiKXrjc4caIoo1EK49,0.347,0.353,0.293,0.6891576086956521,0.0382
2636,The Moody Blues,Legend Of A Mind,spotify:track:29odF1gMpCjJXLR8PAIskQ,0.175,0.331,0.151,0.6834510869565217,0.032
2637,Blue Öyster Cult,Sole Survivor,spotify:track:2PicnFqnuKd9EwHp2xQvcn,0.267,0.632,0.0816,0.749266304347826,0.0328
2638,Gorillaz,Saturnz Barz (feat. Popcaan),spotify:track:2oJInAFXiQYLgz0jh9MrXf,0.0272,0.383,0.427,0.8598641304347827,0.113
2639,Gorillaz,We Got the Power (feat. Jehnny Beth),spotify:track:7eOGidOoCqWAp4p1tnEdyG,0.228,0.507,0.19,0.9545923913043479,0.153
2640,Gorillaz,Andromeda (feat. DRAM),spotify:track:0V5zAGdvO780GT3gtdxzLt,0.003,0.788,0.59,0.7744565217391305,0.0475
2641,Gorillaz,Ascension (feat. Vince Staples),spotify:track:4xmauQDU8n3QZ2kzfa3wTH,0.594,0.676,0.154,0.9497826086956522,0.147
2642,Lou Reed,Wagon Wheel,spotify:track:0wzt5Ql7PDySTQviZdLvZ4,0.247,0.474,0.114,0.7768750000000001,0.0661
2643,The Jesus and Mary Chain,Cherry Came Too,spotify:track:3ng5sJTUto49w4oi1wTXaO,0.00257,0.553,0.0376,0.8185869565217392,0.0314
2644,The Strokes,Barely Legal,spotify:track:21Ay8Y9Pr91nSauPGtK6MW,0.00326,0.424,0.0903,0.8487771739130435,0.0365
2645,Primal Scream,Relativity,spotify:track:0zw3dvicoJBYvunPu8wkX7,0.00697,0.298,0.11,0.845108695652174,0.0388
2646,The White Stripes,Blue Orchid,spotify:track:1PCA097woCMSDvZPUVeRI7,0.117,0.484,0.324,0.7902445652173914,0.3
2647,Creedence Clearwater Revival,Ramble Tamble,spotify:track:47atuTch0AN7NvP9vp42a5,0.00147,0.347,0.0975,0.838858695652174,0.0294
2648,Wreckless Eric,Whole Wide World,spotify:track:5vDX38WbPNbgSELSzrYQgT,0.424,0.747,0.0958,0.7806521739130436,0.0627
2649,Jimi Hendrix,All Along the Watchtower,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,0.00255,0.438,0.0842,0.850108695652174,0.0624
2650,Hawkwind,Master of the Universe - 1996 Remaster,spotify:track:3q4hJtKfWjpJrEFtSFmqAf,0.239,0.403,0.127,0.7336413043478262,0.0392
2651,Pulp,F.E.E.L.I.N.G.C.A.L.L.E.D.L.O.V.E.,spotify:track:1Y8tpQQYYHIU4AGFcJpuON,0.0145,0.397,0.0816,0.7363315217391304,0.0463
2652,Dead Kennedys,California Uber Alles,spotify:track:5szJ8SMwQVEvvdk65w6M6g,0.176,0.317,0.221,0.8900271739130435,0.144
2653,"The Good, the Bad & the Queen",History Song,spotify:track:3NNQX4orAyZ0nRkQAqgh1D,0.0642,0.424,0.355,0.7348913043478261,0.0448
2654,The Brian Jonestown Massacre,Straight Up And Down,spotify:track:3WlRwksl3jfwHv2TlRNHLR,0.0388,0.264,0.144,0.8686413043478262,0.0484
2655,John Zorn,Batman,spotify:track:2kz6SBwgulpoSHRfb3bSXl,0.105,0.251,0.179,0.7928260869565218,0.0769
2656,Ex-Otago,Dance A.m.,spotify:track:7D6O6bLQqPyB3fHrofyZOO,0.136,0.696,0.0883,0.8770923913043479,0.0705
2657,Subsonica,Istrice,spotify:track:3Fy6KpBHOTATmLD5Ri3Yv7,0.0932,0.673,0.182,0.896358695652174,0.0239
2658,Vasco Brondi,Stelle marine,spotify:track:32tACgCRL7b4FbToHS0bon,0.276,0.621,0.634,0.8269021739130435,0.0697
2659,Wolfmother,Joker And The Thief,spotify:track:4juq76lIar8YWOLpYMXUAG,0.0452,0.264,0.376,0.9451086956521739,0.0517
2660,Band Of Skulls,Himalayan,spotify:track:5lBHgSPQrJDylC2T7Xy2MD,0.129,0.436,0.658,0.8946195652173914,0.0411
2661,Little Willie John,I'm Shakin',spotify:track:0NFLJaA6Pwha8Yd2lGPKzw,0.78,0.566,0.361,0.8136684782608696,0.118
2662,Graham Nash,Better Days,spotify:track:28s5iRbX62GZG2ReZTLKDa,0.732,0.48,0.1,0.6533695652173913,0.0356
2663,Modest Mouse,Float On,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,0.013,0.649,0.0888,0.8889673913043479,0.0293
2664,Modest Mouse,Ansel,spotify:track:5lGmCFgnNcmQJjMdaH0J8M,0.0595,0.651,0.144,0.8998913043478262,0.0379
2665,Modest Mouse,"The Ground Walks, with Time in a Box",spotify:track:5o5R70FLhegu7hpsTHAybE,0.0102,0.65,0.193,0.9272010869565218,0.0439
2666,Modest Mouse,Dashboard,spotify:track:0Fe3WxeO6lZZxj7ytvbDUh,0.00963,0.639,0.174,0.8833695652173914,0.0371
2667,Skay Beilinson,Arriba el Telón,spotify:track:7IinoMS9DDCZsXdQdCmJtr,0.000805,0.554,0.103,0.8895923913043479,0.0736
2668,Nancy Sinatra,Some Velvet Morning,spotify:track:0NWDIJCR2vOYJN8ipD8Ktb,0.5,0.28,0.168,0.7909782608695652,0.0318
2669,Mos Def,Fear Not Of Man,spotify:track:0hR9z6ZW4syDhPvtZJXmcv,0.0547,0.775,0.169,0.8249728260869567,0.207
2670,Clap Your Hands Say Yeah,Satan Said Dance,spotify:track:4XFoSMD5O6zWD5qdm4sYRH,0.000126,0.449,0.366,0.8509239130434784,0.0818
2671,Kasabian,Processed Beats,spotify:track:2mj0Vf7UepRY8x2YzqtOME,0.00119,0.652,0.181,0.777663043478261,0.0248
2672,Groove Armada,Purple Haze,spotify:track:5n58W6Iy9dPFFaze0kNvv8,0.0266,0.574,0.197,0.8625815217391305,0.115
2673,Pulp,This Is Hardcore - Original Version,spotify:track:3Yj8CiMjYKKNn4yvUIf1QU,0.00532,0.336,0.159,0.8065760869565218,0.0267
2674,Nancy Sinatra,Some Velvet Morning,spotify:track:2X89x2pEAeDgSIK3ag1jHU,0.495,0.283,0.196,0.7902989130434783,0.0317
2675,Blonde Redhead,Falling Man,spotify:track:2GOTtdTAjFnbj5iX3GBUVV,0.0364,0.52,0.0902,0.7885054347826088,0.0408
2676,R.E.M.,Lotus,spotify:track:31CsL3bNlup50u2cXcsFHr,0.00369,0.54,0.175,0.8161684782608696,0.0245
2677,Eels,That Look You Give That Guy,spotify:track:1Bz9S9TweSbkFeXM5NdtOC,0.592,0.777,0.0962,0.7685597826086957,0.0266
2678,Special EFX,Devil Got My Woman,spotify:track:2t3uGFEP3eE474347ZMNWY,0.927,0.461,0.4,0.6211684782608695,0.0306
2679,Curtis Mayfield,"(Don't Worry) If There Is a Hell Below, We're All Going to Go",spotify:track:5wdlG60d0WHoo8P3QzrlbG,0.149,0.686,0.111,0.7939402173913044,0.0488
2680,The White Stripes,Blue Orchid,spotify:track:1XWOrz0Da7a0m9T7COlVY3,0.0979,0.482,0.256,0.7917663043478261,0.33
2681,Rapalje,Wat Zullen We Drinken,spotify:track:0mb9Zpll8pNwDGJ868FsyS,0.594,0.479,0.675,0.7738858695652175,0.0421
2682,Fiddler's Green,Irish Rover,spotify:track:75kFcv4eibkCcD2ljj8yCa,0.00361,0.278,0.289,0.9652173913043479,0.205
2683,Mr. Review,The Street Where I'm Living,spotify:track:55X47RZAzxnCYdnCxX8TUh,0.464,0.58,0.952,0.806983695652174,0.0356
2684,Modest Mouse,Lampshades on Fire,spotify:track:5jJ69cMDMC0aeWPjZo6VP2,0.156,0.659,0.105,0.9134510869565218,0.0428
2685,Modena City Ramblers,Prologo,spotify:track:5S2bi74lDXqxwqwKYWkMec,0.628,0.557,0.686,0.49089673913043486,0.173
2686,Modena City Ramblers,Quel giorno a primavera,spotify:track:0G57Ah4yUZ5iokUsPPxtVP,0.0166,0.616,0.199,0.9104347826086957,0.0439
2687,Modena City Ramblers,Musica del tempo,spotify:track:0Q4Vcmh20cSWztYEVxejr1,0.521,0.694,0.113,0.7828804347826088,0.031
2688,Modena City Ramblers,Tota la sira,spotify:track:4HAlwX2vNYl3UpkfiV24uE,0.0147,0.783,0.0989,0.8663858695652175,0.0294
2689,Modena City Ramblers,Le strade di crawford,spotify:track:1cpuBq7KUHc4Xto7bFkxtS,0.0426,0.516,0.164,0.8247010869565218,0.0247
2690,Modena City Ramblers,Western union,spotify:track:1ifQmZELK06vnuqrlkzVQc,0.521,0.724,0.221,0.8178804347826087,0.0271
2691,Modena City Ramblers,Mia dolce rivoluzionaria,spotify:track:50sEtCsA24nSQfHfQIV8z3,0.00954,0.521,0.308,0.9319565217391305,0.044
2692,Modena City Ramblers,Intermezzo,spotify:track:53GwnIOQiBrSMWVu6aYkrW,0.894,0.331,0.22,0.4063858695652175,0.0774
2693,Modena City Ramblers,I prati di bismantova,spotify:track:4HULurhszmJSYpTjdFOFvj,0.221,0.458,0.131,0.7658967391304349,0.0303
2694,Modena City Ramblers,Mama africa,spotify:track:53yGceAabXbg7dz1zznCAO,0.129,0.767,0.114,0.8727173913043479,0.0304
2695,Modena City Ramblers,Risamargo,spotify:track:0nKwd6SZcuGIcRCwMGygio,0.253,0.646,0.104,0.7834782608695653,0.0273
2696,Modena City Ramblers,Il treno dei folli,spotify:track:2rSJymi0y3pUhWYX4LovmI,0.0747,0.588,0.104,0.8849728260869566,0.216
2697,Modena City Ramblers,Come nuvole lontane,spotify:track:1Doju3322MqFsBx0s3zxKz,0.318,0.739,0.086,0.776983695652174,0.0281
2698,Modena City Ramblers,Stranger in birkenau,spotify:track:2aYu3gWqmlWDNpFd7rBFIY,0.277,0.375,0.121,0.7760326086956523,0.0273
2699,Modena City Ramblers,Oltre la guerra e la paura,spotify:track:6h30RaZwwbvI1RZ49mmMWe,0.156,0.657,0.218,0.8341576086956523,0.0324
2700,Modena City Ramblers,Il paese delle meraviglie,spotify:track:7L2mU85KOulXYNNUbmVk2R,0.122,0.763,0.143,0.8091576086956522,0.0371
2701,Modena City Ramblers,Mala sirena,spotify:track:5zUFPf8vYc6EPfsXGG1scF,0.28,0.465,0.236,0.745516304347826,0.0317
2702,Modena City Ramblers,La stagioun di delinqueint,spotify:track:7wzUMfOywvOkOx7llbfix5,0.0305,0.798,0.132,0.8641032608695652,0.0434
2703,Modena City Ramblers,Epilogo,spotify:track:7DFVp9TQzdYyvdPRN9bTos,0.947,0.617,0.138,0.3270923913043478,0.0404
2704,Queen Latifah,Fly Girl,spotify:track:3FOYpG0goyNQqdSx8gT9B1,0.0472,0.801,0.0839,0.7201358695652174,0.261
